agency_cd,site_no,Date,X_72137_00003,X_72137_00003_cd
USGS,11337080,2009-11-05,-978,A
USGS,11337080,2009-11-06,-1410,A
USGS,11337080,2009-11-07,-1070,A
USGS,11337080,2009-11-08,-735,A
USGS,11337080,2009-11-09,-784,A
USGS,11337080,2009-11-10,-1060,A
USGS,11337080,2009-11-11,-1580,A
USGS,11337080,2009-11-12,-1800,A
USGS,11337080,2009-11-13,-1540,A
USGS,11337080,2009-11-14,-1060,A
USGS,11337080,2009-11-15,-1100,A
USGS,11337080,2009-11-16,-1560,A
USGS,11337080,2009-11-17,-1730,A
USGS,11337080,2009-11-18,-809,A
USGS,11337080,2009-11-19,-1430,A
USGS,11337080,2009-11-20,-2080,A
USGS,11337080,2009-11-21,-782,A
USGS,11337080,2009-11-22,-1060,A
USGS,11337080,2009-11-23,-1040,A
USGS,11337080,2009-11-24,-1520,A
USGS,11337080,2009-11-25,-1960,A
USGS,11337080,2009-11-26,-2150,A
USGS,11337080,2009-11-27,-1840,A
USGS,11337080,2009-11-28,136,A
USGS,11337080,2009-11-29,-541,A
USGS,11337080,2009-11-30,-2370,A
USGS,11337080,2009-12-01,-2700,A
USGS,11337080,2009-12-02,-2100,A
USGS,11337080,2009-12-03,-1240,A
USGS,11337080,2009-12-04,-1310,A
USGS,11337080,2009-12-05,-1810,A
USGS,11337080,2009-12-06,-1770,A
USGS,11337080,2009-12-07,-1140,A
USGS,11337080,2009-12-08,-222,A
USGS,11337080,2009-12-09,-690,A
USGS,11337080,2009-12-10,-1520,A
USGS,11337080,2009-12-11,-2270,A
USGS,11337080,2009-12-12,-2650,A
USGS,11337080,2009-12-13,-1300,A
USGS,11337080,2009-12-14,-1050,A
USGS,11337080,2009-12-15,-2020,A
USGS,11337080,2009-12-16,-2330,A
USGS,11337080,2009-12-17,-2320,A
USGS,11337080,2009-12-18,-2380,A
USGS,11337080,2009-12-19,-2590,A
USGS,11337080,2009-12-20,-3040,A
USGS,11337080,2009-12-21,-2840,A
USGS,11337080,2009-12-22,-1150,A
USGS,11337080,2009-12-23,-1410,A
USGS,11337080,2009-12-24,-2590,A
USGS,11337080,2009-12-25,-3060,A
USGS,11337080,2009-12-26,-2820,A
USGS,11337080,2009-12-27,-2340,A
USGS,11337080,2009-12-28,-2450,A
USGS,11337080,2009-12-29,-2360,A
USGS,11337080,2009-12-30,-1840,A
USGS,11337080,2009-12-31,-1640,A
USGS,11337080,2010-01-01,-2020,A
USGS,11337080,2010-01-02,-1750,A
USGS,11337080,2010-01-03,-1620,A
USGS,11337080,2010-01-04,-1950,A
USGS,11337080,2010-01-05,-2010,A
USGS,11337080,2010-01-06,-2100,A
USGS,11337080,2010-01-07,-2210,A
USGS,11337080,2010-01-08,-2240,A
USGS,11337080,2010-01-09,-2270,A
USGS,11337080,2010-01-10,-2150,A
USGS,11337080,2010-01-11,-2640,A
USGS,11337080,2010-01-12,-2970,A
USGS,11337080,2010-01-13,-1560,A
USGS,11337080,2010-01-14,-1240,A
USGS,11337080,2010-01-15,-2390,A
USGS,11337080,2010-01-16,-3050,A
USGS,11337080,2010-01-17,-3130,A
USGS,11337080,2010-01-18,-3690,A
USGS,11337080,2010-01-19,-2730,A
USGS,11337080,2010-01-20,-2900,A
USGS,11337080,2010-01-21,-2430,A
USGS,11337080,2010-01-22,-1410,A
USGS,11337080,2010-01-23,-975,A
USGS,11337080,2010-01-24,-2360,A
USGS,11337080,2010-01-25,-3670,A
USGS,11337080,2010-01-26,-3520,A
USGS,11337080,2010-01-27,-3200,A
USGS,11337080,2010-01-28,-3490,A
USGS,11337080,2010-01-29,-4380,A
USGS,11337080,2010-01-30,-4210,A
USGS,11337080,2010-01-31,-3560,A
USGS,11337080,2010-02-01,-3280,A
USGS,11337080,2010-02-02,-3420,A
USGS,11337080,2010-02-03,-3510,A
USGS,11337080,2010-02-04,-3730,A
USGS,11337080,2010-02-05,-3390,A
USGS,11337080,2010-02-06,-2920,A
USGS,11337080,2010-02-07,-2570,A
USGS,11337080,2010-02-08,-3180,A
USGS,11337080,2010-02-09,-3050,A
USGS,11337080,2010-02-10,-2730,A
USGS,11337080,2010-02-11,-2770,A
USGS,11337080,2010-02-12,-2700,A
USGS,11337080,2010-02-13,-2510,A
USGS,11337080,2010-02-14,-2500,A
USGS,11337080,2010-02-15,-2650,A
USGS,11337080,2010-02-16,-2520,A
USGS,11337080,2010-02-17,-2740,A
USGS,11337080,2010-02-18,-3240,A
USGS,11337080,2010-02-19,-3120,A
USGS,11337080,2010-02-20,-2920,A
USGS,11337080,2010-02-21,-2120,A
USGS,11337080,2010-02-22,-1610,A
USGS,11337080,2010-02-23,-2010,A
USGS,11337080,2010-02-24,-2230,A
USGS,11337080,2010-02-25,-1970,A
USGS,11337080,2010-02-26,-3340,A
USGS,11337080,2010-02-27,-2600,A
USGS,11337080,2010-02-28,-1620,A
USGS,11337080,2010-03-01,-1970,A
USGS,11337080,2010-03-02,-2780,A
USGS,11337080,2010-03-03,-2450,A
USGS,11337080,2010-03-04,-1680,A
USGS,11337080,2010-03-05,-1950,A
USGS,11337080,2010-03-06,-2380,A
USGS,11337080,2010-03-07,-2470,A
USGS,11337080,2010-03-08,-1600,A
USGS,11337080,2010-03-09,-1180,A
USGS,11337080,2010-03-10,-1660,A
USGS,11337080,2010-03-11,-2050,A
USGS,11337080,2010-03-12,-2250,A
USGS,11337080,2010-03-13,-1090,A
USGS,11337080,2010-03-14,-1090,A
USGS,11337080,2010-03-15,-1580,A
USGS,11337080,2010-03-16,-2030,A
USGS,11337080,2010-03-17,-2370,A
USGS,11337080,2010-03-18,-2280,A
USGS,11337080,2010-03-19,-2060,A
USGS,11337080,2010-03-20,-2290,A
USGS,11337080,2010-03-21,-2350,A
USGS,11337080,2010-03-22,-1870,A
USGS,11337080,2010-03-23,-1690,A
USGS,11337080,2010-03-24,-2050,A
USGS,11337080,2010-03-25,-1710,A
USGS,11337080,2010-03-26,-1500,A
USGS,11337080,2010-03-27,-2000,A
USGS,11337080,2010-03-28,-2510,A
USGS,11337080,2010-03-29,-3170,A
USGS,11337080,2010-03-30,-2840,A
USGS,11337080,2010-03-31,-2050,A
USGS,11337080,2010-04-01,-1440,A
USGS,11337080,2010-04-02,-1360,A
USGS,11337080,2010-04-03,-1110,A
USGS,11337080,2010-04-04,-1280,A
USGS,11337080,2010-04-05,-250,A
USGS,11337080,2010-04-06,143,A
USGS,11337080,2010-04-07,-862,A
USGS,11337080,2010-04-08,-1330,A
USGS,11337080,2010-04-09,-1350,A
USGS,11337080,2010-04-10,-1560,A
USGS,11337080,2010-04-11,-1320,A
USGS,11337080,2010-04-12,-1010,A
USGS,11337080,2010-04-13,-620,A
USGS,11337080,2010-04-14,-1120,A
USGS,11337080,2010-04-15,-1570,A
USGS,11337080,2010-04-16,-1580,A
USGS,11337080,2010-04-17,-1440,A
USGS,11337080,2010-04-18,-1680,A
USGS,11337080,2010-04-19,-1730,A
USGS,11337080,2010-04-20,-732,A
USGS,11337080,2010-04-21,31.3,A
USGS,11337080,2010-04-22,-688,A
USGS,11337080,2010-04-23,-1030,A
USGS,11337080,2010-04-24,-1060,A
USGS,11337080,2010-04-25,-1250,A
USGS,11337080,2010-04-26,-1830,A
USGS,11337080,2010-04-27,-1790,A
USGS,11337080,2010-04-28,-935,A
USGS,11337080,2010-04-29,-267,A
USGS,11337080,2010-04-30,-633,A
USGS,11337080,2010-05-01,-1180,A
USGS,11337080,2010-05-02,-458,A
USGS,11337080,2010-05-03,-516,A
USGS,11337080,2010-05-04,-829,A
USGS,11337080,2010-05-05,-579,A
USGS,11337080,2010-05-06,-377,A
USGS,11337080,2010-05-07,-1010,A
USGS,11337080,2010-05-08,-1400,A
USGS,11337080,2010-05-09,-1030,A
USGS,11337080,2010-05-10,-904,A
USGS,11337080,2010-05-11,-358,A
USGS,11337080,2010-05-12,-1050,A
USGS,11337080,2010-05-13,-1370,A
USGS,11337080,2010-05-14,-1200,A
USGS,11337080,2010-05-15,-1090,A
USGS,11337080,2010-05-16,-1370,A
USGS,11337080,2010-05-17,-757,A
USGS,11337080,2010-05-18,-209,A
USGS,11337080,2010-05-19,-400,A
USGS,11337080,2010-05-20,-767,A
USGS,11337080,2010-05-21,-1190,A
USGS,11337080,2010-05-22,-515,A
USGS,11337080,2010-05-23,-1270,A
USGS,11337080,2010-05-24,-1030,A
USGS,11337080,2010-05-25,-1080,A
USGS,11337080,2010-05-26,-1560,A
USGS,11337080,2010-05-27,-1670,A
USGS,11337080,2010-05-28,-771,A
USGS,11337080,2010-05-29,-789,A
USGS,11337080,2010-05-30,-1250,A
USGS,11337080,2010-05-31,-1550,A
USGS,11337080,2010-06-01,-2120,A
USGS,11337080,2010-06-02,-2300,A
USGS,11337080,2010-06-03,-1930,A
USGS,11337080,2010-06-04,-1420,A
USGS,11337080,2010-06-05,-1560,A
USGS,11337080,2010-06-06,-2050,A
USGS,11337080,2010-06-07,-2630,A
USGS,11337080,2010-06-08,-4010,A
USGS,11337080,2010-06-09,-3800,A
USGS,11337080,2010-06-10,-2960,A
USGS,11337080,2010-06-11,-2290,A
USGS,11337080,2010-06-12,-2270,A
USGS,11337080,2010-06-13,-2780,A
USGS,11337080,2010-06-14,-2800,A
USGS,11337080,2010-06-15,-2750,A
USGS,11337080,2010-06-16,-1830,A
USGS,11337080,2010-06-17,-2000,A
USGS,11337080,2010-06-18,-2490,A
USGS,11337080,2010-06-19,-1910,A
USGS,11337080,2010-06-20,-1960,A
USGS,11337080,2010-06-21,-2520,A
USGS,11337080,2010-06-22,-2410,A
USGS,11337080,2010-06-23,-2560,A
USGS,11337080,2010-06-24,-2640,A
USGS,11337080,2010-06-25,-2160,A
USGS,11337080,2010-06-26,-1970,A
USGS,11337080,2010-06-27,-1520,A
USGS,11337080,2010-06-28,-2020,A
USGS,11337080,2010-06-29,-2010,A
USGS,11337080,2010-06-30,-1710,A
USGS,11337080,2010-07-01,-2190,A
USGS,11337080,2010-07-02,-2230,A
USGS,11337080,2010-07-03,-2060,A
USGS,11337080,2010-07-08,-3510,A
USGS,11337080,2010-07-09,-3180,A
USGS,11337080,2010-07-10,-2990,A
USGS,11337080,2010-07-11,-3380,A
USGS,11337080,2010-07-12,-3590,A
USGS,11337080,2010-07-13,-2460,A
USGS,11337080,2010-07-14,-1980,A
USGS,11337080,2010-07-15,-2530,A
USGS,11337080,2010-07-16,-2920,A
USGS,11337080,2010-07-17,-2480,A
USGS,11337080,2010-07-18,-2590,A
USGS,11337080,2010-07-19,-3070,A
USGS,11337080,2010-07-20,-3620,A
USGS,11337080,2010-07-21,-3480,A
USGS,11337080,2010-07-22,-2940,A
USGS,11337080,2010-07-23,-2720,A
USGS,11337080,2010-07-24,-3020,A
USGS,11337080,2010-07-25,-3710,A
USGS,11337080,2010-07-26,-3970,A
USGS,11337080,2010-07-27,-3200,A
USGS,11337080,2010-07-28,-2850,A
USGS,11337080,2010-07-29,-2710,A
USGS,11337080,2010-07-30,-2820,A
USGS,11337080,2010-07-31,-2750,A
USGS,11337080,2010-08-01,-2700,A
USGS,11337080,2010-08-02,-2680,A
USGS,11337080,2010-08-03,-2810,A
USGS,11337080,2010-08-04,-3450,A
USGS,11337080,2010-08-05,-3480,A
USGS,11337080,2010-08-06,-3190,A
USGS,11337080,2010-08-07,-3150,A
USGS,11337080,2010-08-08,-3290,A
USGS,11337080,2010-08-09,-3190,A
USGS,11337080,2010-08-10,-3300,A
USGS,11337080,2010-08-11,-3380,A
USGS,11337080,2010-08-12,-3390,A
USGS,11337080,2010-08-13,-3700,A
USGS,11337080,2010-08-14,-3730,A
USGS,11337080,2010-08-15,-3130,A
USGS,11337080,2010-08-16,-3170,A
USGS,11337080,2010-08-17,-3530,A
USGS,11337080,2010-08-18,-2930,A
USGS,11337080,2010-08-19,-2890,A
USGS,11337080,2010-08-20,-3230,A
USGS,11337080,2010-08-21,-3010,A
USGS,11337080,2010-08-22,-2310,A
USGS,11337080,2010-08-23,-2460,A
USGS,11337080,2010-08-24,-2840,A
USGS,11337080,2010-08-25,-3420,A
USGS,11337080,2010-08-26,-3330,A
USGS,11337080,2010-08-27,-3300,A
USGS,11337080,2010-08-28,-3470,A
USGS,11337080,2010-08-29,-2780,A
USGS,11337080,2010-08-30,-2730,A
USGS,11337080,2010-08-31,-2550,A
USGS,11337080,2010-09-01,-2510,A
USGS,11337080,2010-09-02,-2850,A
USGS,11337080,2010-09-03,-2650,A
USGS,11337080,2010-09-04,-2680,A
USGS,11337080,2010-09-05,-2600,A
USGS,11337080,2010-09-06,-2850,A
USGS,11337080,2010-09-07,-3660,A
USGS,11337080,2010-09-08,-3260,A
USGS,11337080,2010-09-09,-2790,A
USGS,11337080,2010-09-10,-2980,A
USGS,11337080,2010-09-11,-3290,A
USGS,11337080,2010-09-12,-3660,A
USGS,11337080,2010-09-13,-3350,A
USGS,11337080,2010-09-14,-2420,A
USGS,11337080,2010-09-15,-2350,A
USGS,11337080,2010-09-16,-2420,A
USGS,11337080,2010-09-17,-2440,A
USGS,11337080,2010-09-18,-2310,A
USGS,11337080,2010-09-19,-2100,A
USGS,11337080,2010-09-20,-2140,A
USGS,11337080,2010-09-21,-2580,A
USGS,11337080,2010-09-22,-2220,A
USGS,11337080,2010-09-23,-1690,A
USGS,11337080,2010-09-24,-1820,A
USGS,11337080,2010-09-25,-2250,A
USGS,11337080,2010-09-26,-2330,A
USGS,11337080,2010-09-27,-2220,A
USGS,11337080,2010-09-28,-2310,A
USGS,11337080,2010-09-29,-2680,A
USGS,11337080,2010-09-30,-2560,A
USGS,11337080,2010-10-01,-1660,A
USGS,11337080,2010-10-02,-1770,A
USGS,11337080,2010-10-03,-2410,A
USGS,11337080,2010-10-04,-2120,A
USGS,11337080,2010-10-05,-2010,A
USGS,11337080,2010-10-06,-2150,A
USGS,11337080,2010-10-07,-2000,A
USGS,11337080,2010-10-08,-2020,A
USGS,11337080,2010-10-09,-2190,A
USGS,11337080,2010-10-10,-2370,A
USGS,11337080,2010-10-11,-1860,A
USGS,11337080,2010-10-12,-1470,A
USGS,11337080,2010-10-13,-1770,A
USGS,11337080,2010-10-14,-1980,A
USGS,11337080,2010-10-15,-2090,A
USGS,11337080,2010-10-16,-1780,A
USGS,11337080,2010-10-17,-1440,A
USGS,11337080,2010-10-18,-1560,A
USGS,11337080,2010-10-19,-1830,A
USGS,11337080,2010-10-20,-1760,A
USGS,11337080,2010-10-21,-1570,A
USGS,11337080,2010-10-22,-1700,A
USGS,11337080,2010-10-23,-1870,A
USGS,11337080,2010-10-24,-1960,A
USGS,11337080,2010-10-25,-941,A
USGS,11337080,2010-10-26,-817,A
USGS,11337080,2010-10-27,-1300,A
USGS,11337080,2010-10-28,-1660,A
USGS,11337080,2010-10-29,-1560,A
USGS,11337080,2010-10-30,-1360,A
USGS,11337080,2010-10-31,-1190,A
USGS,11337080,2010-11-01,-1760,A
USGS,11337080,2010-11-02,-2480,A
USGS,11337080,2010-11-03,-2740,A
USGS,11337080,2010-11-04,-2720,A
USGS,11337080,2010-11-05,-2770,A
USGS,11337080,2010-11-10,-1350,A
USGS,11337080,2010-11-11,-702,A
USGS,11337080,2010-11-12,-1340,A
USGS,11337080,2010-11-13,-1580,A
USGS,11337080,2010-11-14,-1520,A
USGS,11337080,2010-11-15,-1590,A
USGS,11337080,2010-11-16,-1890,A
USGS,11337080,2010-11-17,-2090,A
USGS,11337080,2010-11-18,-2310,A
USGS,11337080,2010-11-19,-2190,A
USGS,11337080,2010-11-20,-2050,A
USGS,11337080,2010-11-21,-1610,A
USGS,11337080,2010-11-22,-1430,A
USGS,11337080,2010-11-23,-1750,A
USGS,11337080,2010-11-24,-953,A
USGS,11337080,2010-11-25,-1170,A
USGS,11337080,2010-11-26,-1850,A
USGS,11337080,2010-11-27,-2350,A
USGS,11337080,2010-11-28,-1030,A
USGS,11337080,2010-11-29,-1240,A
USGS,11337080,2010-11-30,-2020,A
USGS,11337080,2010-12-01,-2950,A
USGS,11337080,2010-12-02,-3320,A
USGS,11337080,2010-12-03,-3010,A
USGS,11337080,2010-12-04,-3190,A
USGS,11337080,2010-12-05,-3100,A
USGS,11337080,2010-12-06,-2550,A
USGS,11337080,2010-12-07,-2110,A
USGS,11337080,2010-12-08,-2620,A
USGS,11337080,2010-12-09,-2700,A
USGS,11337080,2010-12-10,-2610,A
USGS,11337080,2010-12-11,-2130,A
USGS,11337080,2010-12-12,-2350,A
USGS,11337080,2010-12-13,-3160,A
USGS,11337080,2010-12-14,-3330,A
USGS,11337080,2010-12-15,-3300,A
USGS,11337080,2010-12-16,-3640,A
USGS,11337080,2010-12-17,-4280,A
USGS,11337080,2010-12-18,-4260,A
USGS,11337080,2010-12-19,-3360,A
USGS,11337080,2010-12-20,-1840,A
USGS,11337080,2010-12-21,-1410,A
USGS,11337080,2010-12-22,-1370,A
USGS,11337080,2010-12-23,-1020,A
USGS,11337080,2010-12-24,-2170,A
USGS,11337080,2010-12-25,-2940,A
USGS,11337080,2010-12-26,-1550,A
USGS,11337080,2010-12-27,-1510,A
USGS,11337080,2010-12-28,-3300,A
USGS,11337080,2010-12-29,-2140,A
USGS,11337080,2010-12-30,-670,A
USGS,11337080,2010-12-31,-1390,A
USGS,11337080,2011-01-01,-1830,A
USGS,11337080,2011-01-02,-2320,A
USGS,11337080,2011-01-03,-1360,A
USGS,11337080,2011-01-04,-547,A
USGS,11337080,2011-01-05,-687,A
USGS,11337080,2011-01-06,-1140,A
USGS,11337080,2011-01-07,-1270,A
USGS,11337080,2011-01-08,-823,A
USGS,11337080,2011-01-09,-504,A
USGS,11337080,2011-01-10,-470,A
USGS,11337080,2011-01-11,-953,A
USGS,11337080,2011-01-12,-1230,A
USGS,11337080,2011-01-13,-1440,A
USGS,11337080,2011-01-14,-1220,A
USGS,11337080,2011-01-15,-1490,A
USGS,11337080,2011-01-16,-1680,A
USGS,11337080,2011-01-17,-1680,A
USGS,11337080,2011-01-18,-1750,A
USGS,11337080,2011-01-19,-1190,A
USGS,11337080,2011-01-20,-1270,A
USGS,11337080,2011-01-21,-1850,A
USGS,11337080,2011-01-22,-1430,A
USGS,11337080,2011-01-23,-1190,A
USGS,11337080,2011-01-24,-1590,A
USGS,11337080,2011-01-25,-1450,A
USGS,11337080,2011-01-26,-1560,A
USGS,11337080,2011-01-27,-1600,A
USGS,11337080,2011-01-28,-1260,A
USGS,11337080,2011-01-29,-1220,A
USGS,11337080,2011-01-30,-981,A
USGS,11337080,2011-01-31,-835,A
USGS,11337080,2011-02-01,-698,A
USGS,11337080,2011-02-02,-653,A
USGS,11337080,2011-02-03,-1220,A
USGS,11337080,2011-02-04,-1400,A
USGS,11337080,2011-02-05,-1330,A
USGS,11337080,2011-02-06,-770,A
USGS,11337080,2011-02-07,-1290,A
USGS,11337080,2011-02-08,-133,A
USGS,11337080,2011-02-09,-397,A
USGS,11337080,2011-02-10,-1320,A
USGS,11337080,2011-02-11,-1060,A
USGS,11337080,2011-02-12,-1060,A
USGS,11337080,2011-02-13,-1660,A
USGS,11337080,2011-02-14,-1620,A
USGS,11337080,2011-02-15,-1780,A
USGS,11337080,2011-02-16,-1580,A
USGS,11337080,2011-02-17,-1320,A
USGS,11337080,2011-02-18,-1860,A
USGS,11337080,2011-02-19,-1600,A
USGS,11337080,2011-02-20,-660,A
USGS,11337080,2011-02-21,-788,A
USGS,11337080,2011-02-22,-716,A
USGS,11337080,2011-02-23,-387,A
USGS,11337080,2011-02-24,-609,A
USGS,11337080,2011-02-25,-1020,A
USGS,11337080,2011-02-26,167,A
USGS,11337080,2011-02-27,103,A
USGS,11337080,2011-02-28,-151,A
USGS,11337080,2011-03-01,-624,A
USGS,11337080,2011-03-02,-855,A
USGS,11337080,2011-03-03,-252,A
USGS,11337080,2011-03-04,-577,A
USGS,11337080,2011-03-05,-998,A
USGS,11337080,2011-03-06,-1490,A
USGS,11337080,2011-03-07,-673,A
USGS,11337080,2011-03-08,-125,A
USGS,11337080,2011-03-09,-372,A
USGS,11337080,2011-03-10,-846,A
USGS,11337080,2011-03-11,-673,A
USGS,11337080,2011-03-12,-522,A
USGS,11337080,2011-03-13,-593,A
USGS,11337080,2011-03-14,-1000,A
USGS,11337080,2011-03-15,-1750,A
USGS,11337080,2011-03-16,-1880,A
USGS,11337080,2011-03-17,-2100,A
USGS,11337080,2011-03-18,-2150,A
USGS,11337080,2011-03-19,-1950,A
USGS,11337080,2011-03-20,-3100,A
USGS,11337080,2011-03-21,-3450,A
USGS,11337080,2011-03-22,-3710,A
USGS,11337080,2011-03-23,-3890,A
USGS,11337080,2011-03-24,-3250,A
USGS,11337080,2011-03-25,-3840,A
USGS,11337080,2011-03-26,-5020,A
USGS,11337080,2011-03-27,-5770,A
USGS,11337080,2011-03-28,-4860,A
USGS,11337080,2011-03-29,-3450,A
USGS,11337080,2011-03-30,-2090,A
USGS,11337080,2011-03-31,-1680,A
USGS,11337080,2011-04-01,-1700,A
USGS,11337080,2011-04-02,-901,A
USGS,11337080,2011-04-03,-185,A
USGS,11337080,2011-04-04,-735,A
USGS,11337080,2011-04-05,-1170,A
USGS,11337080,2011-04-06,-922,A
USGS,11337080,2011-04-07,-176,A
USGS,11337080,2011-04-08,316,A
USGS,11337080,2011-04-09,547,A
USGS,11337080,2011-04-10,971,A
USGS,11337080,2011-04-11,871,A
USGS,11337080,2011-04-12,365,A
USGS,11337080,2011-04-13,1010,A
USGS,11337080,2011-04-14,1460,A
USGS,11337080,2011-04-15,898,A
USGS,11337080,2011-04-16,643,A
USGS,11337080,2011-04-17,749,A
USGS,11337080,2011-04-18,1310,A
USGS,11337080,2011-04-19,1260,A
USGS,11337080,2011-04-20,864,A
USGS,11337080,2011-04-21,1470,A
USGS,11337080,2011-04-22,1040,A
USGS,11337080,2011-04-23,397,A
USGS,11337080,2011-04-24,613,A
USGS,11337080,2011-04-25,1220,A
USGS,11337080,2011-04-26,1500,A
USGS,11337080,2011-04-27,680,A
USGS,11337080,2011-04-28,181,A
USGS,11337080,2011-04-29,1330,A
USGS,11337080,2011-04-30,1290,A
USGS,11337080,2011-05-01,441,A
USGS,11337080,2011-05-02,135,A
USGS,11337080,2011-05-03,196,A
USGS,11337080,2011-05-04,88.7,A
USGS,11337080,2011-05-05,-368,A
USGS,11337080,2011-05-06,-1070,A
USGS,11337080,2011-05-07,-1370,A
USGS,11337080,2011-05-08,-43,A
USGS,11337080,2011-05-09,882,A
USGS,11337080,2011-05-10,2.74,A
USGS,11337080,2011-05-11,-801,A
USGS,11337080,2011-05-12,-546,A
USGS,11337080,2011-05-13,-1020,A
USGS,11337080,2011-05-14,-1400,A
USGS,11337080,2011-05-15,-909,A
USGS,11337080,2011-05-16,-932,A
USGS,11337080,2011-05-17,-1500,A
USGS,11337080,2011-05-18,-471,A
USGS,11337080,2011-05-19,-194,A
USGS,11337080,2011-05-20,-432,A
USGS,11337080,2011-05-21,-776,A
USGS,11337080,2011-05-22,-872,A
USGS,11337080,2011-05-23,-418,A
USGS,11337080,2011-05-24,-586,A
USGS,11337080,2011-05-25,-498,A
USGS,11337080,2011-05-26,-428,A
USGS,11337080,2011-05-27,-795,A
USGS,11337080,2011-05-28,-838,A
USGS,11337080,2011-05-29,-329,A
USGS,11337080,2011-05-30,-815,A
USGS,11337080,2011-05-31,-1030,A
USGS,11337080,2011-06-01,-1220,A
USGS,11337080,2011-06-02,-1740,A
USGS,11337080,2011-06-03,-1980,A
USGS,11337080,2011-06-04,-2100,A
USGS,11337080,2011-06-05,-2170,A
USGS,11337080,2011-06-06,-1730,A
USGS,11337080,2011-06-07,-1950,A
USGS,11337080,2011-06-08,-2510,A
USGS,11337080,2011-06-09,-2450,A
USGS,11337080,2011-06-10,-2900,A
USGS,11337080,2011-06-11,-3770,A
USGS,11337080,2011-06-12,-3340,A
USGS,11337080,2011-06-13,-2760,A
USGS,11337080,2011-06-14,-2290,A
USGS,11337080,2011-06-15,-2520,A
USGS,11337080,2011-06-16,-2820,A
USGS,11337080,2011-06-17,-2820,A
USGS,11337080,2011-06-18,-2560,A
USGS,11337080,2011-06-19,-1980,A
USGS,11337080,2011-06-20,-1950,A
USGS,11337080,2011-06-21,-2330,A
USGS,11337080,2011-06-22,-2490,A
USGS,11337080,2011-06-23,-2450,A
USGS,11337080,2011-06-24,-2170,A
USGS,11337080,2011-06-25,-2280,A
USGS,11337080,2011-06-26,-1960,A
USGS,11337080,2011-06-27,-2360,A
USGS,11337080,2011-06-28,-2200,A
USGS,11337080,2011-06-29,-1910,A
USGS,11337080,2011-06-30,-2020,A
USGS,11337080,2011-07-01,-2270,A
USGS,11337080,2011-07-02,-1950,A
USGS,11337080,2011-07-03,-1600,A
USGS,11337080,2011-07-04,-1330,A
USGS,11337080,2011-07-05,-1280,A
USGS,11337080,2011-07-06,-1600,A
USGS,11337080,2011-07-07,-1570,A
USGS,11337080,2011-07-08,-1820,A
USGS,11337080,2011-07-09,-1970,A
USGS,11337080,2011-07-10,-1990,A
USGS,11337080,2011-07-11,-2260,A
USGS,11337080,2011-07-12,-2440,A
USGS,11337080,2011-07-13,-2290,A
USGS,11337080,2011-07-14,-2050,A
USGS,11337080,2011-07-15,-1930,A
USGS,11337080,2011-07-16,-1210,A
USGS,11337080,2011-07-17,-638,A
USGS,11337080,2011-07-18,-577,A
USGS,11337080,2011-07-19,-458,A
USGS,11337080,2011-07-20,-750,A
USGS,11337080,2011-07-21,-1290,A
USGS,11337080,2011-07-22,-1420,A
USGS,11337080,2011-07-23,-1460,A
USGS,11337080,2011-07-24,-1360,A
USGS,11337080,2011-07-25,-1470,A
USGS,11337080,2011-07-26,-1480,A
USGS,11337080,2011-07-27,-1700,A
USGS,11337080,2011-07-28,-2060,A
USGS,11337080,2011-07-29,-2370,A
USGS,11337080,2011-07-30,-2220,A
USGS,11337080,2011-07-31,-1890,A
USGS,11337080,2011-08-01,-1580,A
USGS,11337080,2011-08-02,-1540,A
USGS,11337080,2011-08-07,-1160,A
USGS,11337080,2011-08-08,-1020,A
USGS,11337080,2011-08-09,-1110,A
USGS,11337080,2011-08-10,-1330,A
USGS,11337080,2011-08-11,-1230,A
USGS,11337080,2011-08-12,-1060,A
USGS,11337080,2011-08-13,-1040,A
USGS,11337080,2011-08-14,-993,A
USGS,11337080,2011-08-15,-777,A
USGS,11337080,2011-08-16,-797,A
USGS,11337080,2011-08-17,-1000,A
USGS,11337080,2011-08-18,-1260,A
USGS,11337080,2011-08-19,-1560,A
USGS,11337080,2011-08-20,-1370,A
USGS,11337080,2011-08-21,-934,A
USGS,11337080,2011-08-22,-737,A
USGS,11337080,2011-08-23,-924,A
USGS,11337080,2011-08-24,-1320,A
USGS,11337080,2011-08-25,-1150,A
USGS,11337080,2011-08-26,-826,A
USGS,11337080,2011-08-27,-708,A
USGS,11337080,2011-08-28,-766,A
USGS,11337080,2011-08-29,-885,A
USGS,11337080,2011-08-30,-999,A
USGS,11337080,2011-08-31,-928,A
USGS,11337080,2011-09-01,-787,A
USGS,11337080,2011-09-02,-1120,A
USGS,11337080,2011-09-03,-1480,A
USGS,11337080,2011-09-04,-1510,A
USGS,11337080,2011-09-05,-1160,A
USGS,11337080,2011-09-06,-743,A
USGS,11337080,2011-09-07,-1250,A
USGS,11337080,2011-09-08,-1860,A
USGS,11337080,2011-09-09,-1420,A
USGS,11337080,2011-09-10,-1610,A
USGS,11337080,2011-09-11,-1020,A
USGS,11337080,2011-09-12,-782,A
USGS,11337080,2011-09-13,-1220,A
USGS,11337080,2011-09-14,-1590,A
USGS,11337080,2011-09-15,-1590,A
USGS,11337080,2011-09-16,-1260,A
USGS,11337080,2011-09-17,-1020,A
USGS,11337080,2011-09-18,-1080,A
USGS,11337080,2011-09-19,-1170,A
