YearAdj,Season,Date,InflowSacR,InflowYolo,InflowEast,InflowTotal,Outflow,Export,X2,TotalUSGSOutflow,CacheFlow
2009,Fall,2009-11-19,8930,77,1632,10639,5472,3467,86.41,NA,825
2009,Fall,2009-11-20,8630,72,1633,10335,5837,3206,86.22,NA,362
2009,Fall,2009-11-21,10300,78,1627,12005,7526,3187,85.87,18331,3880
2009,Fall,2009-11-22,10200,78,1631,11909,7438,3179,85.55,12402,3010
2009,Fall,2009-11-23,10400,78,1644,12122,7599,3249,85.24,12346,2630
2009,Fall,2009-11-24,9920,78,1627,11625,6067,4273,85.08,9928,1520
2009,Fall,2009-11-25,9710,74,1603,11387,3302,6285,85.33,5435.9,600
2009,Fall,2009-11-26,9410,68,1601,11079,3479,5800,85.53,2060.8,-824
2009,Fall,2009-11-27,8770,68,1596,10434,3738,5304,85.67,196,475
2009,Fall,2009-11-28,10300,68,1588,11956,5224,5313,85.59,-185.2,2520
2009,Fall,2009-11-29,9130,106,1589,10825,3572,5811,85.76,1160.9,418
2009,Fall,2009-11-30,8870,119,1599,10588,3300,5809,85.97,3739.6,1060
2010,Winter,2009-12-01,8520,131,1577,10228,2900,5786,86.26,1414,849
2010,Winter,2009-12-02,8300,135,1546,9981,2737,5244,86.56,1057.1,2390
2010,Winter,2009-12-03,8440,139,1573,10152,3897,4292,86.62,9905,6510
2010,Winter,2009-12-04,8650,131,1593,10374,4062,4278,86.65,10778,3710
2010,Winter,2009-12-05,8520,109,1582,10211,3835,4276,86.72,2743,2290
2010,Winter,2009-12-06,8250,103,1582,9935,3588,4267,86.82,7269,2550
2010,Winter,2009-12-07,9190,106,1613,10909,6376,4217,86.55,12142,3180
2010,Winter,2009-12-08,9640,103,1649,11392,6947,4142,86.23,16474,2720
2010,Winter,2009-12-09,9170,102,1609,10881,6500,4078,85.98,11623,2170
2010,Winter,2009-12-10,8820,105,1578,10503,6262,4104,85.77,3456.5,2220
2010,Winter,2009-12-11,8670,107,1611,10388,6649,4550,85.53,-81,1510
2010,Winter,2009-12-12,9770,111,1687,11568,8008,4575,85.18,-599,155
2010,Winter,2009-12-13,11800,106,2073,13979,13445,4982,84.51,14423,3030
2010,Winter,2009-12-14,12700,100,1999,14799,13167,6103,83.9,20098,5090
2010,Winter,2009-12-15,12900,104,1861,14865,12513,6570,83.35,15551,5150
2010,Winter,2009-12-16,12600,110,1831,14541,10910,7186,82.92,13601.5,4210
2010,Winter,2009-12-17,12100,110,1855,14065,7976,7566,82.72,13640.5,5050
2010,Winter,2009-12-18,12900,109,1862,14871,5372,7578,82.78,14618.9,4940
2010,Winter,2009-12-19,14000,104,1843,15947,6449,7577,82.73,12686.4,4300
2010,Winter,2009-12-20,13200,95,1792,15087,5596,7570,82.76,6886.2,2840
2010,Winter,2009-12-21,12100,92,1770,13962,5259,7083,82.84,6884,2430
2010,Winter,2009-12-22,12400,92,1737,14229,6015,6572,82.82,16742.8,4990
2010,Winter,2009-12-23,12000,92,1806,13898,5950,6356,82.81,14122,4110
2010,Winter,2009-12-24,12000,100,1744,13844,5401,6863,82.87,6615.4,1640
2010,Winter,2009-12-25,11800,102,1706,13608,5980,6086,82.86,2721,548
2010,Winter,2009-12-26,10900,102,1678,12680,4580,6100,83.02,2916,1550
2010,Winter,2009-12-27,10300,102,1673,12075,4484,6099,83.18,4439.43,2620
2010,Winter,2009-12-28,9820,102,1680,11602,4491,6106,83.33,5251.7,2280
2010,Winter,2009-12-29,9840,102,1682,11624,5258,5612,83.38,8676.4,2790
2010,Winter,2009-12-30,9760,110,1671,11541,5963,4874,83.34,13430,4480
2010,Winter,2009-12-31,9910,113,1656,11679,6924,4101,83.2,16747,4620
2010,Winter,2010-01-01,10000,115,1646,11761,6653,4096,83.1,14806.7,2670
2010,Winter,2010-01-02,10500,112,1630,12242,6739,4082,83,15848,3320
2010,Winter,2010-01-03,10700,108,1617,12425,6741,4084,82.9,17653,5580
2010,Winter,2010-01-04,11500,104,1603,13207,6601,5085,82.82,15751.2,5960
2010,Winter,2010-01-05,11800,101,1577,13478,6390,5588,82.77,15269.3,5910
2010,Winter,2010-01-06,11200,101,1577,12878,5840,5588,82.77,13239.5,4780
2010,Winter,2010-01-07,10700,101,1564,12365,5843,5072,82.78,11013.33,4080
2010,Winter,2010-01-08,10300,101,1543,11944,5692,5055,82.8,9869.1,3450
2010,Winter,2010-01-09,9950,101,1544,11595,5907,4567,82.8,8405.2,1830
2010,Winter,2010-01-10,9560,101,1531,11192,5543,4578,82.84,9610.9,1850
2010,Winter,2010-01-11,9220,108,1545,10873,5252,4567,82.91,4759,1380
2010,Winter,2010-01-12,8840,107,1545,10492,5586,4573,82.94,197,636
2010,Winter,2010-01-13,10500,106,1638,12244,7767,5075,82.75,12593,3440
2010,Winter,2010-01-14,12400,102,1775,14277,9331,5580,82.46,19485,5280
2010,Winter,2010-01-15,16700,101,1768,18569,13135,6068,81.96,17725.6,4830
2010,Winter,2010-01-16,18200,105,1779,20084,14704,6064,81.41,14232.7,4010
2010,Winter,2010-01-17,16700,106,1784,18590,13675,6057,80.95,11793,2580
2010,Winter,2010-01-18,15700,170,1917,17787,13406,6053,80.52,7350,1300
2010,Winter,2010-01-19,18800,429,2412,21641,18363,6080,79.91,22452,6610
2010,Winter,2010-01-20,30400,2107,3036,35543,34130,6047,78.93,36217.8,11300
2010,Winter,2010-01-21,41200,4473,4379,50052,52556,5157,77.73,49906,15500
2010,Winter,2010-01-22,47800,5910,5726,59436,61519,4890,76.5,59991,16200
2010,Winter,2010-01-23,55500,5512,5218,66230,66990,4888,75.27,68995,15700
2010,Winter,2010-01-24,58400,5926,4912,69238,68205,5535,74.1,62936,13600
2010,Winter,2010-01-25,55600,5421,4632,65653,63473,5765,73.05,54856,12500
2010,Winter,2010-01-26,50600,5873,4658,61131,55146,7277,72.14,50843,14100
2010,Winter,2010-01-27,50500,7262,4124,61886,55736,7268,71.27,51496,15200
2010,Winter,2010-01-28,54100,6412,3541,64053,56785,8185,70.44,56939,16600
2010,Winter,2010-01-29,56500,6062,3126,65688,58504,8756,69.64,55549,15800
2010,Winter,2010-01-30,52600,5940,2928,61468,53692,8431,68.94,53232,16100
2010,Winter,2010-01-31,44600,5832,2685,53117,45701,7433,68.38,49494,16500
2010,Winter,2010-02-01,37900,5668,2461,46029,38400,7426,67.96,42485,15500
2010,Winter,2010-02-02,34500,5493,2328,42321,34816,7527,67.63,34536,13800
2010,Winter,2010-02-03,32100,5313,2293,39706,31427,7613,67.38,30862,12900
2010,Winter,2010-02-04,30500,5111,2358,37969,30143,7618,67.17,28256.6,11200
2010,Winter,2010-02-05,29700,5012,2589,37301,32795,6586,66.92,30340.8,11100
2010,Winter,2010-02-06,30200,4628,2654,37482,33344,7135,66.68,30047.3,10200
2010,Winter,2010-02-07,35200,4725,2701,42626,38146,7248,66.36,34346,10200
2010,Winter,2010-02-08,37500,4789,2683,44972,40721,7261,66.01,33118,9300
2010,Winter,2010-02-09,38900,4740,3301,46941,43961,7352,65.64,36882,10100
2010,Winter,2010-02-10,38800,4578,3415,46793,41618,7305,65.32,40345,11200
2010,Winter,2010-02-11,37100,4375,3334,44809,39205,6825,65.06,38481,10900
2010,Winter,2010-02-12,34500,4168,3317,41985,37099,6109,64.84,36688,10400
2010,Winter,2010-02-13,31400,3888,3334,38622,33508,6103,64.71,35294,10600
2010,Winter,2010-02-14,29600,3563,3261,36424,29479,6095,64.66,30781,9980
2010,Winter,2010-02-15,27800,3283,3114,34197,27252,6095,64.67,25223,8730
2010,Winter,2010-02-16,26500,3023,3031,32554,25624,6094,64.72,24034,8850
2010,Winter,2010-02-17,25200,2767,2942,30909,23902,6162,64.81,19759.9,7370
2010,Winter,2010-02-18,23900,2466,2908,29274,21609,6815,64.96,13724.4,5480
2010,Winter,2010-02-19,22900,2010,2882,27792,19435,7513,65.17,12244.9,4620
2010,Winter,2010-02-20,21600,1437,2851,25888,17527,7511,65.43,11737.1,3230
2010,Winter,2010-02-21,21200,86,2842,24128,16861,7513,65.71,17765,4410
2010,Winter,2010-02-22,20100,84,2869,23053,15698,7617,66.02,17510,4350
2010,Winter,2010-02-23,19900,89,2888,22877,21855,6999,66.09,15505,2720
2010,Winter,2010-02-24,20100,154,3198,23452,22719,6948,66.14,16572,5950
2010,Winter,2010-02-25,21100,86,3675,24861,24069,6998,66.15,20879,6650
2010,Winter,2010-02-26,25900,1380,4219,31499,30935,7008,65.99,13937,4880
2010,Winter,2010-02-27,28000,1891,6743,36634,36237,7067,65.74,23087.8,8120
2010,Winter,2010-02-28,29700,1940,5528,37168,31115,6992,65.61,35533,10300
2010,Spring,2010-03-01,32400,2082,5489,39971,32837,7794,65.44,35172,8710
2010,Spring,2010-03-02,31200,2131,4847,38178,31018,8458,65.32,29575.9,7680
2010,Spring,2010-03-03,29200,1931,5203,36334,30362,8640,65.23,31514,10300
2010,Spring,2010-03-04,29200,1754,5985,36939,30973,8644,65.12,35221,11500
2010,Spring,2010-03-05,31000,1818,6095,38913,32363,9168,64.99,31266,9250
2010,Spring,2010-03-06,31400,2095,5673,39168,32643,9143,64.87,26368,6630
2010,Spring,2010-03-07,28800,2015,4955,35770,29037,8675,64.82,25787,4850
2010,Spring,2010-03-08,25300,1526,4618,31444,21923,8650,64.96,28775,5390
2010,Spring,2010-03-09,23200,1115,4279,28594,19160,8342,65.18,23481,5770
2010,Spring,2010-03-10,21200,94,3987,25281,16597,8272,65.48,17521,5960
2010,Spring,2010-03-11,20500,81,3714,24295,16085,7748,65.78,17367.2,5410
2010,Spring,2010-03-12,19400,85,3555,23040,19234,6332,65.96,12335,4510
2010,Spring,2010-03-13,19000,87,3939,23026,20453,5041,66.08,15610,6270
2010,Spring,2010-03-14,18500,88,3600,22188,20037,4569,66.21,16923,5730
2010,Spring,2010-03-15,19300,89,3398,22787,19226,5291,66.36,18361,6010
2010,Spring,2010-03-16,18800,98,3278,22176,18004,5864,66.54,14177.6,5100
2010,Spring,2010-03-17,17500,104,3197,20801,13106,6351,66.92,9243.2,4140
2010,Spring,2010-03-18,16300,101,3164,19565,11321,6907,67.37,5984.7,4420
2010,Spring,2010-03-19,15800,100,3161,19061,10536,7135,67.84,7925.5,4090
2010,Spring,2010-03-20,15600,106,3152,18858,10327,7137,68.3,7744,3780
2010,Spring,2010-03-21,15200,114,3265,18579,9979,7150,68.76,7233,2400
2010,Spring,2010-03-22,14800,115,3554,18469,9831,7138,69.2,10137.4,2870
2010,Spring,2010-03-23,14400,119,3592,18111,9590,7021,69.63,8535,2170
2010,Spring,2010-03-24,13600,120,3403,17123,8744,6855,70.1,5908.28,1150
2010,Spring,2010-03-25,13400,120,3149,16669,8241,6927,70.58,10917.4,2920
2010,Spring,2010-03-26,13400,120,2994,16514,7991,6923,71.06,12892.9,4770
2010,Spring,2010-03-27,13200,120,2898,16218,8087,6580,71.5,10054.5,3800
2010,Spring,2010-03-28,13200,118,2879,16197,7645,6902,71.95,6129,1860
2010,Spring,2010-03-29,12500,235,2849,15584,7597,6404,72.38,2061,552
2010,Spring,2010-03-30,12100,233,2835,15168,7617,6434,72.79,3087,2110
2010,Spring,2010-03-31,12700,195,3010,15905,10202,6100,72.99,8908.8,4160
2010,Spring,2010-04-01,13300,167,2917,16384,15195,1502,72.91,15039,3960
2010,Spring,2010-04-02,13600,177,2936,16713,17857,1524,72.74,19133,4130
2010,Spring,2010-04-03,13500,181,3627,17308,18403,1536,72.56,16558,4020
2010,Spring,2010-04-04,12800,183,3962,16945,20748,1528,72.31,14216,3140
2010,Spring,2010-04-05,14700,183,4760,19643,21889,1503,72.04,22767,4870
2010,Spring,2010-04-06,14800,188,4729,19717,21923,1538,71.78,22843,4860
2010,Spring,2010-04-07,14800,190,4594,19584,19474,1543,71.61,14324,1760
2010,Spring,2010-04-08,14500,209,4626,19335,19178,1547,71.47,11471,1020
2010,Spring,2010-04-09,13700,228,4537,18465,15104,1556,71.48,7059,865
2010,Spring,2010-04-10,12400,225,4503,17128,13784,1548,71.55,7225.5,736
2010,Spring,2010-04-11,12600,218,4510,17328,15811,1551,71.54,12867.8,2860
2010,Spring,2010-04-12,13400,179,4982,18561,17893,1569,71.44,18640,5870
2010,Spring,2010-04-13,15300,171,5373,20844,20187,1546,71.27,21882,6350
2010,Spring,2010-04-14,20900,175,5484,26559,25897,1550,70.94,19538,5130
2010,Spring,2010-04-15,26500,1875,5483,33858,33150,1559,70.48,23936,5460
2010,Spring,2010-04-16,26600,2962,5453,35015,32518,1552,70.05,28627,4930
2010,Spring,2010-04-17,25000,3177,5585,33762,30345,1567,69.7,29214,5450
2010,Spring,2010-04-18,23400,3198,5742,32340,28915,1575,69.39,24939,5230
2010,Spring,2010-04-19,21600,3078,5809,30487,27060,1594,69.14,20885,4370
2010,Spring,2010-04-20,20500,3018,6269,29787,29831,1532,68.85,28207,6250
2010,Spring,2010-04-21,20800,2862,7015,30677,32541,1568,68.51,34886.3,7820
2010,Spring,2010-04-22,23100,1889,6948,31937,33758,1589,68.17,33188,6750
2010,Spring,2010-04-23,25600,1278,6761,33639,35457,1592,67.81,33730,5790
2010,Spring,2010-04-24,24500,190,6871,31561,33279,1604,67.52,30848,4640
2010,Spring,2010-04-25,22000,192,7087,29279,27619,1598,67.36,23159,3500
2010,Spring,2010-04-26,20300,194,7241,27735,24260,1599,67.3,17576.9,2510
2010,Spring,2010-04-27,19300,185,7272,26757,23273,1587,67.26,22452.5,3140
2010,Spring,2010-04-28,20000,182,8127,28309,25720,1565,67.16,27538,5380
2010,Spring,2010-04-29,21300,184,8266,29750,27165,1554,67.04,31146,6830
2010,Spring,2010-04-30,24200,199,8089,32488,29900,1578,66.85,28405,6510
2010,Spring,2010-05-01,24600,194,7785,32579,29855,1691,66.68,25916,4660
2010,Spring,2010-05-02,24000,197,7723,31920,29184,1703,66.54,28196,4650
2010,Spring,2010-05-03,22400,198,7655,30253,26526,1727,66.46,27333,3110
2010,Spring,2010-05-04,20900,213,7408,28521,24822,1747,66.43,26266,3910
2010,Spring,2010-05-05,19900,233,7852,27985,24175,1760,66.42,25666,4930
2010,Spring,2010-05-06,20000,240,8229,28469,24733,1743,66.39,19655,3630
2010,Spring,2010-05-07,19700,259,8274,28233,24432,1741,66.37,15464,1000
2010,Spring,2010-05-08,18300,279,8179,26758,22925,1733,66.4,16361,530
2010,Spring,2010-05-09,17100,329,8258,25687,22279,1717,66.44,19433,1860
2010,Spring,2010-05-10,16000,362,8440,24802,21886,1704,66.49,20395,2800
2010,Spring,2010-05-11,15900,394,8438,24732,21802,1673,66.55,20575,3660
2010,Spring,2010-05-12,15300,429,8111,23840,20948,1661,66.62,14058,1830
2010,Spring,2010-05-13,15200,438,7869,23507,20536,1696,66.7,11664,1440
2010,Spring,2010-05-14,14500,462,7492,22454,18956,1714,66.83,12873,2470
2010,Spring,2010-05-15,13600,470,7168,21238,17307,1677,67.02,12995,2670
2010,Spring,2010-05-16,12900,494,7222,20616,16520,1696,67.22,12724,1810
2010,Spring,2010-05-17,13300,521,7091,20912,16943,1753,67.39,20924,3130
2010,Spring,2010-05-18,13800,507,6821,21128,17040,1734,67.55,21029,3160
2010,Spring,2010-05-19,14200,502,6671,21373,17435,1541,67.69,21689,2710
2010,Spring,2010-05-20,14700,461,6592,21753,17569,1731,67.82,18729,1830
2010,Spring,2010-05-21,14500,459,6634,21593,17354,1760,67.94,13061.1,912
2010,Spring,2010-05-22,14900,487,6448,21835,17560,1776,68.05,16665,2820
2010,Spring,2010-05-23,14700,490,6674,21864,17589,1726,68.16,11423,1100
2010,Spring,2010-05-24,14700,464,7046,22210,17753,1773,68.25,17480,2000
2010,Spring,2010-05-25,14900,468,6749,22117,18356,1758,68.32,15500,2320
2010,Spring,2010-05-26,15100,453,6547,22100,16977,3064,68.43,12449.3,1960
2010,Spring,2010-05-27,15800,419,6884,23103,17394,5051,68.52,14786.7,2910
2010,Spring,2010-05-28,18200,417,6989,25606,18846,6047,68.55,18444,4640
2010,Spring,2010-05-29,20600,416,6596,27612,20307,6531,68.54,16211,3500
2010,Spring,2010-05-30,22400,416,6296,29112,21084,6527,68.5,16888,1680
2010,Spring,2010-05-31,23600,403,6179,30182,22041,6584,68.43,20007,1530
2010,Summer,2010-06-01,24700,422,6079,31201,21530,6853,68.39,22176,2250
2010,Summer,2010-06-02,25000,419,6243,31662,21436,7193,68.34,23529,3100
2010,Summer,2010-06-03,24400,439,6347,31186,20604,7524,68.33,21660,3680
2010,Summer,2010-06-04,23300,469,6321,30090,19774,7185,68.34,18785,3080
2010,Summer,2010-06-05,24200,467,6675,31342,20625,7557,68.33,13409.5,852
2010,Summer,2010-06-06,25800,465,7398,33663,22540,7899,68.26,12629.6,-52.1
2010,Summer,2010-06-07,27600,457,6938,34995,23966,7755,68.15,19033,771
2010,Summer,2010-06-08,29800,472,6292,36564,25364,7886,68.01,15204,481
2010,Summer,2010-06-09,29800,491,5901,36192,24942,7869,67.9,18090,2110
2010,Summer,2010-06-10,28700,535,5611,34846,23990,7428,67.81,21867.1,4860
2010,Summer,2010-06-11,27200,614,6284,34098,23733,6894,67.73,16574,5470
2010,Summer,2010-06-12,25700,655,7176,33531,23269,6712,67.67,15803,3400
2010,Summer,2010-06-13,24300,655,7248,32203,21966,6719,67.66,16176.1,2040
2010,Summer,2010-06-14,23300,633,7420,31353,20990,6755,67.67,18062.56,2000
2010,Summer,2010-06-15,22000,630,7634,30264,20405,6232,67.7,23525,3220
2010,Summer,2010-06-16,20700,660,6823,28183,19279,5214,67.76,25803,4490
2010,Summer,2010-06-17,18700,660,6191,25551,14583,7212,68,18558,2470
2010,Summer,2010-06-18,17200,691,5344,23235,12245,7186,68.34,13249.2,1260
2010,Summer,2010-06-19,16800,720,4726,22246,11306,7188,68.72,15219.8,1950
2010,Summer,2010-06-20,16200,685,4477,21362,9783,7677,69.17,10205.1,1010
2010,Summer,2010-06-21,16000,651,4227,20878,9516,7411,69.61,2329,-341
2010,Summer,2010-06-22,16200,692,3927,20819,9414,7409,70.03,2153,95.9
2010,Summer,2010-06-23,15900,715,3753,20368,9445,6924,70.43,3120,318
2010,Summer,2010-06-24,15500,705,3750,19955,10063,5809,70.76,6212.58,1130
2010,Summer,2010-06-25,15400,692,3665,19757,9879,5754,71.09,7136.2,2320
2010,Summer,2010-06-26,15200,684,3665,19549,9911,5539,71.4,7420.5,2390
2010,Summer,2010-06-27,15100,687,3959,19746,10042,5530,71.68,11165.6,2880
2010,Summer,2010-06-28,14600,670,4227,19497,8772,6543,72.03,7235.83,1790
2010,Summer,2010-06-29,14400,675,4058,19133,8420,6499,72.39,10881.9,2300
2010,Summer,2010-06-30,14500,690,4601,19791,7957,7632,72.77,13488,2870
2010,Summer,2010-07-01,14800,680,4930,20410,6735,9451,73.24,10547.7,1990
2010,Summer,2010-07-02,15800,697,4973,21470,6566,10679,73.69,9199.3,2110
2010,Summer,2010-07-03,15700,685,5016,21401,5779,11322,74.21,4582.8,1570
2010,Summer,2010-07-04,15500,678,4866,21044,6059,10685,74.66,NA,-1240
2010,Summer,2010-07-05,15300,689,4537,20526,4937,11302,75.22,NA,-2620
2010,Summer,2010-07-06,15100,690,4094,19884,4961,10572,75.75,NA,-1850
2010,Summer,2010-07-07,16000,691,3721,20412,5435,10637,76.19,NA,-38.8
2010,Summer,2010-07-08,16700,697,3400,20797,5723,10732,76.57,1741,1300
2010,Summer,2010-07-09,16700,704,2906,20310,4893,11080,77.03,3077,1980
2010,Summer,2010-07-10,16900,693,2707,20300,4803,11160,77.48,1137,1720
2010,Summer,2010-07-11,16900,706,2577,20183,6435,9411,77.72,508,1110
2010,Summer,2010-07-12,16700,710,2516,19926,6104,9474,77.97,5278,1940
2010,Summer,2010-07-13,17400,710,2370,20480,6694,9449,78.16,13582,4220
2010,Summer,2010-07-14,17400,713,2332,20445,7608,8503,78.25,16076.4,4080
2010,Summer,2010-07-15,17300,711,2205,20216,7010,8885,78.38,11179,2590
2010,Summer,2010-07-16,17400,700,2266,20366,7151,8896,78.5,6771,1470
2010,Summer,2010-07-17,17800,700,2305,20805,7540,8941,78.58,8857,1670
2010,Summer,2010-07-18,18300,691,2374,21365,8113,8928,78.6,8073.9,1440
2010,Summer,2010-07-19,18300,701,2374,21375,8163,8893,78.62,2519,1090
2010,Summer,2010-07-20,18200,708,2279,21187,7739,9176,78.68,-1689,154
2010,Summer,2010-07-21,18300,719,2172,21191,7231,9686,78.77,2335,1080
2010,Summer,2010-07-22,18800,698,2130,21628,7708,9646,78.82,4917,1630
2010,Summer,2010-07-23,19000,705,2159,21864,7959,9632,78.84,4673,2080
2010,Summer,2010-07-24,18800,701,2176,21677,7859,9544,78.87,3406,1960
2010,Summer,2010-07-25,18600,697,2165,21462,7926,9312,78.9,2940,1030
2010,Summer,2010-07-26,18500,697,2211,21408,7823,9330,78.93,6357.4,1800
2010,Summer,2010-07-27,18800,665,2165,21630,6910,10492,79.04,9908.2,3200
2010,Summer,2010-07-28,18800,639,2123,21562,6956,10432,79.14,10140.1,3050
2010,Summer,2010-07-29,18600,674,1984,21258,6631,10453,79.26,9772.6,2610
2010,Summer,2010-07-30,18700,687,1925,21312,5625,11500,79.49,7667,2440
2010,Summer,2010-07-31,18800,648,1940,21388,6650,10614,79.59,7223,2270
2010,Summer,2010-08-01,18900,604,1927,21431,7506,9801,79.61,3554,1750
2010,Summer,2010-08-02,18900,592,1961,21453,5544,11709,79.82,2664,1390
2010,Summer,2010-08-03,18900,599,1847,21346,5503,11730,80.03,3525,-138
2010,Summer,2010-08-04,18400,589,1786,20775,4957,11744,80.3,-2891,-1450
2010,Summer,2010-08-05,18200,608,1736,20544,4706,11738,80.58,-1738,-326
2010,Summer,2010-08-06,18400,614,1710,20724,4970,11702,80.81,682,987
2010,Summer,2010-08-07,18300,591,1708,20599,4849,11700,81.04,3454,1860
2010,Summer,2010-08-08,17800,552,1673,20025,4302,11698,81.34,6620.5,2790
2010,Summer,2010-08-09,17700,549,1652,19901,4356,11653,81.62,7433,2760
2010,Summer,2010-08-10,17200,568,1602,19370,3846,11532,81.96,5051,2080
2010,Summer,2010-08-11,16500,572,1488,18560,3001,11669,82.44,9273,3170
2010,Summer,2010-08-12,16800,557,1498,18855,3292,11663,82.84,6748,2940
2010,Summer,2010-08-13,16700,563,1515,18778,3639,11298,83.14,1984,1720
2010,Summer,2010-08-14,16700,565,1582,18847,4605,10442,83.28,5192,1990
2010,Summer,2010-08-15,16900,554,1601,19055,4949,10256,83.37,8707.4,2710
2010,Summer,2010-08-16,17000,536,1627,19163,3826,11589,83.62,5262,1690
2010,Summer,2010-08-17,16600,535,1615,18750,3323,11677,83.94,-1202,684
2010,Summer,2010-08-18,16900,535,1547,18982,3696,11582,84.18,1654,1640
2010,Summer,2010-08-19,17000,507,1528,19035,4019,11393,84.35,3369,1560
2010,Summer,2010-08-20,17000,483,1652,19135,4558,10947,84.43,2913,1300
2010,Summer,2010-08-21,16300,468,1648,18416,3878,10943,84.61,9095.5,2750
2010,Summer,2010-08-22,16300,480,1649,18429,3657,11222,84.82,14303,3840
2010,Summer,2010-08-23,15700,480,1675,17855,2958,11367,85.15,10316.4,2730
2010,Summer,2010-08-24,15400,489,1487,17376,2413,11463,85.6,5383,2250
2010,Summer,2010-08-25,15000,547,1436,16983,2471,11075,86.01,-224,576
2010,Summer,2010-08-26,14800,549,1430,16779,2680,10719,86.34,3245,890
2010,Summer,2010-08-27,15000,531,1450,16981,2925,10670,86.6,7326,1200
2010,Summer,2010-08-28,14500,526,1504,16530,3240,9940,86.77,7019,1470
2010,Summer,2010-08-29,15000,497,1638,17135,3895,9940,86.82,7703.2,2350
2010,Summer,2010-08-30,14500,483,1749,16732,3562,9922,86.92,5186,1220
2010,Summer,2010-08-31,14700,461,1813,16974,2996,10783,87.13,4388.8,472
2010,Fall,2010-09-01,14900,438,1746,17084,3447,10489,87.24,3754.4,-585
2010,Fall,2010-09-02,15100,419,1773,17292,3151,10999,87.4,2351.3,-877
2010,Fall,2010-09-03,15200,422,1802,17424,3335,10988,87.51,3377.3,50.9
2010,Fall,2010-09-04,15500,427,1736,17663,3625,10988,87.57,8120.3,1590
2010,Fall,2010-09-05,15700,404,1767,17871,3888,10983,87.57,9832.36,2830
2010,Fall,2010-09-06,15800,409,1878,18087,4168,10969,87.53,5328,1830
2010,Fall,2010-09-07,15500,429,1743,17672,3485,11277,87.61,4141,190
2010,Fall,2010-09-08,15400,447,1716,17563,3424,11271,87.7,12157,2450
2010,Fall,2010-09-09,16300,474,1738,18512,4192,11455,87.65,11384.2,3830
2010,Fall,2010-09-10,16500,465,1826,18791,4828,11146,87.51,6673.8,2740
2010,Fall,2010-09-11,17000,449,2158,19607,5656,11186,87.28,NA,1690
2010,Fall,2010-09-12,17400,427,2552,20379,6177,11465,87,NA,426
2010,Fall,2010-09-13,18200,420,2921,21541,7435,11438,86.62,NA,1470
2010,Fall,2010-09-14,18900,435,2964,22299,8267,11424,86.19,NA,2130
2010,Fall,2010-09-15,19000,422,3010,22432,8475,11406,85.77,10749.2,1420
2010,Fall,2010-09-16,18900,405,2773,22078,8804,10711,85.34,10822.11,1670
2010,Fall,2010-09-17,18400,404,2587,21391,8667,10223,84.96,12354,1840
2010,Fall,2010-09-18,18200,382,2467,21049,8352,10232,84.61,13024.8,2210
2010,Fall,2010-09-19,18200,343,2467,21010,8375,10220,84.28,12853.8,2430
2010,Fall,2010-09-20,17600,346,2401,20347,8584,9313,83.96,11821,1930
2010,Fall,2010-09-21,17200,347,2300,19847,8628,8842,83.65,12091.6,1030
2010,Fall,2010-09-22,17400,342,2138,19880,7720,9850,83.43,15648,2780
2010,Fall,2010-09-23,17100,311,2012,19423,7769,9339,83.21,14010,3750
2010,Fall,2010-09-24,16700,321,2007,19028,6505,10263,83.13,11980.4,2850
2010,Fall,2010-09-25,16300,348,1997,18645,6418,10017,83.05,7531.9,NA
2010,Fall,2010-09-26,15600,326,2019,17945,5441,10294,83.09,5188.7,NA
2010,Fall,2010-09-27,15200,321,2072,17593,5183,10265,83.16,6919.8,NA
2010,Fall,2010-09-28,14800,314,2013,17127,4188,10783,83.36,3836.5,NA
2010,Fall,2010-09-29,14600,303,1976,16879,3980,10792,83.58,-251,-2230
2010,Fall,2010-09-30,14800,290,2232,17322,4391,10820,83.73,1301,-1240
2010,Fall,2010-10-01,15200,300,2280,17780,5362,10316,83.74,10208.4,1400
2010,Fall,2010-10-02,14800,314,2294,17408,5033,10313,83.79,7387.5,1150
2010,Fall,2010-10-03,13800,320,2448,16568,4230,10301,83.95,7263.6,601
2010,Fall,2010-10-04,13700,291,2555,16546,4724,9833,84.03,13503.5,2720
2010,Fall,2010-10-05,13500,288,2578,16366,4093,10301,84.19,9690.8,2700
2010,Fall,2010-10-06,13200,271,2891,16362,4095,10282,84.35,9254.4,2020
2010,Fall,2010-10-07,12700,242,3208,16150,3947,10258,84.53,8562.5,1770
2010,Fall,2010-10-08,12300,233,3118,15651,3504,10279,84.77,7313.5,2160
2010,Fall,2010-10-09,11700,221,3027,14948,2784,10239,85.14,4818.2,1850
2010,Fall,2010-10-10,11200,204,3062,14466,2295,10291,85.62,2428,1500
2010,Fall,2010-10-11,11100,205,3164,14469,2351,10246,86.06,5357.9,2080
2010,Fall,2010-10-12,10800,213,3149,14162,4472,7790,86.06,8731,1260
2010,Fall,2010-10-13,10600,215,3372,14187,2981,9329,86.32,NA,404
2010,Fall,2010-10-14,10900,225,3658,14783,3653,9305,86.43,NA,-153
2010,Fall,2010-10-15,10600,221,3842,14663,4554,8278,86.4,NA,-1840
2010,Fall,2010-10-16,10300,229,4041,14570,3905,8823,86.47,NA,-1390
2010,Fall,2010-10-17,10100,226,4189,14515,3663,9022,86.57,8402,796
